price,bedroom,bathroom,area(sqft),country,city,address,propert_type,purpose,furnishing,completion_status,handover,project_name
1050000.0,2.0,1.0,460.0, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2026,SLS Dubai Hotel & Residences
1900000.0,2.0,4.0,943.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2026,SLS Dubai Hotel & Residences
4500000.0,3.0,4.0,2744.0, UAE, Dubai, Al Furjan,Townhouse,Sale,Unfurnished,Ready,Q4 2026,SLS Dubai Hotel & Residences
2100000.0,3.0,3.0,1583.0, UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Ready,Q1 2026,Marina Pinnacle
2400000.0,2.0,3.0,1217.0, UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q1 2026,Marina Pinnacle
1150000.0,1.0,2.0,933.0, UAE, Dubai, Green Community,Apartment,Sale,Unfurnished,Ready,Q1 2027,Green Community West
2480000.0,1.0,2.0,863.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,CANAL CROWN
2700000.0,2.0,4.0,1690.0, UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Ready,Q4 2026,Binghatti Skyrise Tower A
530000.0,2.0,1.0,449.0, UAE, Dubai, Dubai South,Apartment,Sale,Furnished,Ready,Q4 2026,Binghatti Skyrise Tower A
2850000.0,2.0,4.0,1462.0, UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q4 2026,Binghatti Skyrise Tower A
1275000.0,1.0,2.0,951.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2026,Binghatti Skyrise Tower A
1649999.0,1.0,2.0,784.0, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q4 2026,Creek Vistas Grande
2200000.0,2.0,3.0,1960.0, UAE, Dubai, Motor City,Apartment,Sale,Furnished,Ready,Q4 2026,Creek Vistas Grande
2600000.0,2.0,2.0,1115.0, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q1 2026,Marina Pinnacle
2400000.0,2.0,3.0,1217.0, UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q4 2027,W Residences Dubai Harbour
3000000.0,2.0,3.0,2324.0, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Ready,Q4 2027,Marquise Square
23975000.0,6.0,6.0,9998.0, UAE, Dubai, Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q4 2025,Seslia Tower
1849999.0,1.0,2.0,855.0, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q4 2024,Creek Vistas Grande
1750000.0,1.0,2.0,1015.0, UAE, Dubai, DIFC,Apartment,Sale,Furnished,Ready,Q4 2026,Elara Building 3
1495000.0,1.0,2.0,730.0, UAE, Dubai, Al Jaddaf,Apartment,Sale,Furnished,Ready,Q4 2026,Binghatti Skyrise Tower C
12622500.0,4.0,4.0,2661.0, UAE, Dubai, Umm Suqeim,Apartment,Sale,Unfurnished,Ready,Q4 2026,Binghatti Skyrise Tower C
2250000.0,2.0,1.0,553.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q4 2027,Address Dubai Mall
1400000.0,2.0,1.0,989.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2027,Address Dubai Mall
1499999.0,1.0,1.0,610.0, UAE, Dubai,Dubai Marina,Apartment,Sale,Furnished,Ready,Q4 2027,Marquise Square
1849999.0,1.0,2.0,855.0, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q4 2025,Creek Vistas Grande
2350000.0,2.0,3.0,1342.0, UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Unfurnished,Ready,Q1 2027,Azurline Residences by MAAS Developers 
2400000.0,2.0,3.0,1373.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q1 2027,DAMAC Maison Mall Street (The Signature)
799999.0,2.0,1.0,477.0, UAE, Dubai, DIFC,Apartment,Sale,Furnished,Ready,Q4 2026,Elara Building 3
2650000.0,1.0,1.0,732.0, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Elara Building 3
5150000.0,2.0,2.0,1195.0, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2025,Elara Building 3
5499999.0,3.0,4.0,1723.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2025,Elara Building 3
3999999.0,5.0,6.0,2363.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2025,Elara Building 3
1250000.0,2.0,1.0,603.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q3 2027,Marquise Square
984999.0,1.0,2.0,666.0, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q2 2028,Kempinski Residences Marina
1599999.0,2.0,1.0,601.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q2 2028,Kempinski Residences Marina
999000.0,1.0,2.0,734.0, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q2 2028,Kempinski Residences Marina
1250000.0,2.0,1.0,649.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2028,Marquise Square
565000.0,2.0,1.0,454.0, UAE, Dubai, Dubai Sports City,Apartment,Sale,Furnished,Ready,Q2 2028,Giovanni Boutique Suites
1300000.0,2.0,1.0,660.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2028,Marquise Square
3000000.0,2.0,3.0,2324.0, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Ready,Q2 2028,Marquise Square
820000.0,1.0,2.0,574.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Century Tower
23975000.0,6.0,6.0,9998.0, UAE, Dubai, Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q2 2026,Century Tower
3895530.0,2.0,2.0,1649.0, UAE, Dubai, Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q2 2026,Century Tower
700000.0,1.0,1.0,664.0, UAE, Dubai, Dubai Sports City,Apartment,Sale,Furnished,Ready,Q4 2025,Tennis Tower
1699999.0,1.0,2.0,1058.0, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q4 2025,Ocean Heights
8350000.0,5.0,5.0,5752.0, UAE, Dubai, The Villa,Villa,Sale,Unfurnished,Ready,Q1 2027,The Ponderosa
4000000.0,3.0,3.0,2745.0, UAE, Dubai, Al Furjan,Villa,Sale,Unfurnished,Ready,Q1 2027,The Ponderosa
725000.0,1.0,2.0,640.0, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Ready,Q2 2028,Kempinski Residences Marina
10350000.0,3.0,4.0,2392.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Unfurnished,Ready,Q2 2028,Kempinski Residences Marina
1590000.0,2.0,3.0,1236.0, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2025,Divine Living
5500000.0,4.0,5.0,3616.0, UAE, Dubai, Al Furjan,Townhouse,Sale,Unfurnished,Ready,Q3 2025,Divine Living
3650000.0,3.0,3.0,2411.0, UAE, Dubai, Al Furjan,Townhouse,Sale,Unfurnished,Ready,Q3 2025,Divine Living
2000000.0,2.0,4.0,1509.0, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Ready,Q3 2025,555 PARK VIEWS
1125000.0,2.0,1.0,440.0, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Empire Estates
1500000.0,2.0,3.0,952.0, UAE, Dubai, Culture Village (Jaddaf Waterfront),Apartment,Sale,Furnished,Ready,Q4 2026,The Pearl
925000.0,1.0,1.0,760.0, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Ready,Q4 2026,Azizi Roy Mediterranean
980000.0,1.0,2.0,893.0, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Ready,Q4 2026,Azizi Roy Mediterranean
984999.0,1.0,2.0,666.0, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q4 2026,Azizi Roy Mediterranean
3000000.0,3.0,4.0,1988.0, UAE, Dubai, The Valley by Emaar,Townhouse,Sale,Unfurnished,Ready,Q4 2026,Eden
4800000.0,4.0,4.0,2354.0, UAE, Dubai, Tilal Al Ghaf,Townhouse,Sale,Furnished,Ready,Q4 2026,Elan
710000.0,2.0,1.0,734.0, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Ready,Q4 2026,Elan
960000.0,1.0,2.0,633.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2026,Elan
950000.0,1.0,2.0,633.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2026,Elan
1599999.0,2.0,1.0,601.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q4 2026,Elan
999000.0,1.0,2.0,734.0, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q4 2026,Elan
2400000.0,2.0,3.0,1373.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2028,DAMAC Maison Mall Street (The Signature)
1250000.0,2.0,1.0,603.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2028,Marquise Square
984999.0,1.0,2.0,666.0, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Kempinski Residences Marina
725000.0,1.0,2.0,640.0, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Ready,Q1 2027,The Ponderosa
984999.0,1.0,2.0,666.0, UAE, Dubai, Dubai Production City (IMPZ),Apartment,Sale,Furnished,Ready,Q1 2027,The Ponderosa
10350000.0,3.0,4.0,2392.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Unfurnished,Ready,Q1 2027,The Ponderosa
1599999.0,2.0,1.0,601.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q4 2026,Eden
960000.0,1.0,2.0,634.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2026,Elan
1599999.0,2.0,1.0,601.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q1 2027,The Ponderosa
1750000.0,1.0,1.0,684.0, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Furnished,Ready,Q4 2026,Elan
925000.0,1.0,1.0,760.0, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Ready,Q2 2028,Azizi Roy Mediterranean
980000.0,1.0,2.0,893.0, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Ready,Q2 2028,Azizi Roy Mediterranean
2250000.0,2.0,3.0,1249.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Regalia by Deyaar
3209700.0,2.0,3.0,1972.0, UAE, Dubai, Al Satwa,Apartment,Sale,Furnished,Ready,Q4 2024,Regalia by Deyaar
2100000.0,2.0,2.0,756.0, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Off-Plan,Q3 2024,Azizi Riviera 61
950000.0,2.0,1.0,572.0, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q3 2024,DAMAC Maison Majestine
2200000.0,2.0,3.0,1375.0, UAE, Dubai, Jumeirah Golf Estates,Apartment,Sale,Unfurnished,Ready,Q3 2024,DAMAC Maison Majestine
2673527.0,3.0,5.0,1628.0, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Takaya Tower A
1971567.0,2.0,2.0,1187.0, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Takaya Tower A
1378607.0,1.0,1.0,828.0, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Takaya Tower A
4700000.0,4.0,3.0,2798.0, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q4 2027,Marina Sail
830000.0,1.0,1.0,835.0, UAE, Dubai, Arjan,Apartment,Sale,Furnished,Ready,Q4 2027,Orion Building
3000000.0,3.0,4.0,1988.0, UAE, Dubai, The Valley by Emaar,Townhouse,Sale,Unfurnished,Ready,Q4 2027,Eden
2532888.0,3.0,3.0,2070.0, UAE, Dubai, Town Square,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Odessa
946888.0,1.0,2.0,645.0, UAE, Dubai, Town Square,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Odessa
1520888.0,2.0,2.0,1237.0, UAE, Dubai, Town Square,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Odessa
2450000.0,2.0,3.0,1403.0, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q4 2027,Curve by Sentro
1650000.0,1.0,2.0,910.0, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2027,Nobles Tower
7000000.0,5.0,7.0,4935.0, UAE, Dubai, DAMAC Hills,Villa,Sale,Furnished,Ready,Q4 2027,Picadilly Green
2900000.0,2.0,3.0,1909.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q4 2027,Picadilly Green
2150000.0,1.0,1.0,740.0, UAE, Dubai, Za'abeel,Apartment,Sale,Unfurnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 3
3100000.0,4.0,5.0,2608.0, UAE, Dubai, The Valley by Emaar,Townhouse,Sale,Unfurnished,Off-Plan,Q3 2026,Elora
28500000.0,7.0,9.0,15000.0, UAE, Dubai,Al Wasl,Villa,Sale,Furnished,Ready,Q3 2026,Elora
4800000.0,4.0,4.0,2354.0, UAE, Dubai, Tilal Al Ghaf,Townhouse,Sale,Furnished,Ready,Q3 2026,Elan
4500000.0,3.0,4.0,2744.0, UAE, Dubai, Al Furjan,Townhouse,Sale,Unfurnished,Ready,Q3 2026,Elan
715000.0,1.0,1.0,689.0, UAE, Dubai, Remraam,Apartment,Sale,Unfurnished,Ready,Q3 2026,Elan
40000000.0,3.0,5.0,3256.0, UAE, Dubai, Palm Jumeirah,Apartment,Sale,Unfurnished,Ready,Q3 2026,Elan
2700000.0,3.0,4.0,1951.0, UAE, Dubai, The Valley by Emaar,Townhouse,Sale,Unfurnished,Off-Plan,Q3 2027,Nima
2750000.0,3.0,3.0,1951.0, UAE, Dubai, The Valley by Emaar,Townhouse,Sale,Unfurnished,Off-Plan,Q3 2027,Nima
710000.0,2.0,1.0,734.0, UAE, Dubai, Motor City,Apartment,Sale,Unfurnished,Ready,Q3 2027,Nima
960000.0,1.0,2.0,633.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2027,Nima
950000.0,1.0,2.0,633.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2027,Nima
960000.0,1.0,2.0,634.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2027,Nima
1750000.0,1.0,1.0,684.0, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Furnished,Ready,Q3 2027,Nima
1311800.0,1.0,2.0,936.0, UAE, Dubai, Wasl Gate,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Hammock Park
2650000.0,1.0,1.0,800.0, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Beach Mansion Tower 1
1249123.0,1.0,1.0,811.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q2 2027,Q Gardens Aliya
3050000.0,2.0,3.0,1979.0, UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Unfurnished,Ready,Q2 2027,Q Gardens Aliya
18000000.0,10.0,10.0,15257.0, UAE, Dubai,Al Mamzar,Villa,Sale,Unfurnished,Ready,Q2 2027,Q Gardens Aliya
3529499.0,2.0,3.0,1587.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,One by Binghatti
1125034.0,1.0,1.0,1083.0, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Ready,Q2 2026,4Direction Residence 1
3400000.0,3.0,4.0,2558.0, UAE, Dubai, Dubai South,Townhouse,Sale,Unfurnished,Ready,Q2 2026,4Direction Residence 1
715000.0,1.0,2.0,630.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2026,4Direction Residence 1
1544130.0,2.0,2.0,1079.0, UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Samana Barari Views
888000.0,1.0,2.0,750.0, UAE, Dubai, Dubai Investment Park (DIP),Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Damac Riverside
1224080.0,1.0,2.0,771.0, UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,Samana Barari Lagoons
3250000.0,3.0,4.0,2204.0, UAE, Dubai, Arabian Ranches 3,Villa,Sale,Unfurnished,Ready,Q1 2028,Bliss
1600000.0,1.0,1.0,1621.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q1 2028,Bliss
760000.0,1.0,2.0,831.0, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,AG Square
1717888.0,1.0,1.0,764.0, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q1 2029,Parkwood Tower A
8850000.0,5.0,6.0,5398.0, UAE, Dubai, Palm Jumeirah,Townhouse,Sale,Furnished,Ready,Q1 2029,Parkwood Tower A
700000.0,2.0,1.0,420.0, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q1 2029,Parkwood Tower A
3650000.0,3.0,4.0,1481.0, UAE, Dubai, Mohammed Bin Rashid City,Townhouse,Sale,Unfurnished,Ready,Q1 2029,Parkwood Tower A
1200000.0,1.0,2.0,894.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Havelock Heights
650000.0,2.0,1.0,388.0, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,One Beverly
2550000.0,2.0,2.0,1264.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2026,Canal Bay
4099999.0,2.0,3.0,1794.0, UAE, Dubai, The Springs,Villa,Sale,Unfurnished,Ready,Q4 2025,The Springs 7
11000000.0,4.0,5.0,4335.0, UAE, Dubai,Jumeirah Park,Villa,Sale,Unfurnished,Ready,Q4 2025,The Springs 7
3700000.0,3.0,5.0,2851.0, UAE, Dubai, Dubai South,Townhouse,Sale,Furnished,Ready,Q2 2026,Ozone1 Residence
5500000.0,3.0,4.0,3058.0, UAE, Dubai, Nad Al Sheba,Townhouse,Sale,Unfurnished,Off-Plan,Q4 2024,Ozone1 Residence
3250000.0,2.0,3.0,1276.0, UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q4 2026,Sky Gardens DIFC
2300000.0,2.0,3.0,1606.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2026,Sky Gardens DIFC
3709888.0,2.0,3.0,1686.0, UAE, Dubai, Culture Village (Jaddaf Waterfront),Apartment,Sale,Unfurnished,Ready,Q4 2026,Palazzo Versace
14499888.0,4.0,4.0,6552.0, UAE, Dubai, Culture Village (Jaddaf Waterfront),Apartment,Sale,Unfurnished,Ready,Q4 2026,Palazzo Versace
175000000.0,5.0,6.0,11794.0, UAE, Dubai, Business Bay,Penthouse,Sale,Unfurnished,Off-Plan,Q2 2026,Burj Binghatti Jacob & Co Residences
4099888.0,4.0,5.0,2015.0, UAE, Dubai, Mohammed Bin Rashid City,Villa,Sale,Unfurnished,Off-Plan,Q2 2026,THE FIELDS AT D11 - MBRMC
1399898.0,1.0,2.0,712.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Regalia by Deyaar
1499888.0,1.0,2.0,979.0, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2024,DAMAC Maison Canal Views
1500000.0,2.0,1.0,434.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,CANAL CROWN
699000.0,2.0,1.0,469.0, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Furnished,Off-Plan,Q1 2027,Cove Living Residence By Imtiaz
1007154.0,1.0,1.0,546.0, UAE, Dubai,Motor City,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Sobha Solis Tower A
2149888.0,1.0,2.0,885.0, UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q4 2028,Sobha Solis Tower A
1259999.0,1.0,2.0,859.0, UAE, Dubai, Dubai Festival City,Apartment,Sale,Unfurnished,Ready,Q4 2028,Al Badia Hillside Village
2550000.0,2.0,2.0,980.0, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Park Field Building 1
649999.0,2.0,1.0,353.0, UAE, Dubai, Al Jaddaf,Apartment,Sale,Furnished,Ready,Q4 2025,Park Field Building 1
2199888.0,1.0,2.0,763.0, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Aeon Tower 1
845000.0,1.0,2.0,653.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2028,Aeon Tower 1
2128000.0,2.0,2.0,1138.0, UAE, Dubai, Nad Al Sheba,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,One by Nine
4300000.0,4.0,6.0,2745.0, UAE, Dubai, Dubai South,Townhouse,Sale,Unfurnished,Off-Plan,Q2 2026,One by Nine
2800000.0,1.0,2.0,891.0, UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q2 2026,Index Tower
1800000.0,1.0,1.0,679.0, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Furnished,Ready,Q2 2026,Index Tower
4399999.0,4.0,5.0,2015.0, UAE, Dubai, Mohammed Bin Rashid City,Villa,Sale,Unfurnished,Off-Plan,Q2 2026,THE FIELDS AT D11 - MBRMC
3199200.0,1.0,2.0,986.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2026,Burj Khalifa
1599000.0,2.0,4.0,1120.0, UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Ready,Q2 2026,Burj Khalifa
2799888.0,2.0,3.0,1192.0, UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q2 2026,Burj Khalifa
1800000.0,1.0,2.0,936.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2026,Burj Khalifa
14999999.0,3.0,4.0,2181.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2026,Burj Khalifa
1699888.0,1.0,2.0,890.0, UAE, Dubai, DIFC,Apartment,Sale,Unfurnished,Ready,Q2 2026,Sky Gardens DIFC
1430000.0,1.0,2.0,971.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Hadley Heights
5399888.0,2.0,2.0,1210.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Off-Plan,Q4 2022,Vida Dubai Mall Tower 1
2182800.0,1.0,2.0,1538.0, UAE, Dubai, Dubai Festival City,Apartment,Sale,Unfurnished,Ready,Q4 2022,Al Badia Hillside Village
3349888.0,1.0,2.0,926.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q4 2022,The Address Downtown Hotel (Lake Hotel)
1479767.0,2.0,3.0,1036.0, UAE, Dubai, Jebel Ali,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,Eleve by Deyaar
2599888.0,2.0,4.0,1294.0, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q2 2027,DAMAC Heights
5399898.0,3.0,2.0,2996.0, UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q2 2027,DAMAC Heights
5000000.0,3.0,5.0,1946.0, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q2 2027,DAMAC Heights
1600000.0,2.0,1.0,436.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,CANAL CROWN
1700000.0,1.0,2.0,1544.0, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q1 2027,CANAL CROWN
3899998.0,1.0,1.0,795.0, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Beachgate by Address
2650000.0,2.0,2.0,1216.0, UAE, Dubai, The Views,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Golf Heights
1100000.0,1.0,2.0,746.0, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Binghatti Azure
15479000.0,4.0,4.0,5208.0, UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Off-Plan,Q2 2028,Six Senses Residences Dubai Marina
33594000.0,6.0,7.0,12720.0, UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Furnished,Off-Plan,Q4 2026,Serenity Mansions
5000000.0,6.0,6.0,4581.0, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Unfurnished,Ready,Q4 2026,Primrose
36481000.0,6.0,7.0,12887.0, UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Furnished,Off-Plan,Q4 2026,Serenity Mansions
5000000.0,2.0,3.0,1203.0, UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q4 2026,Serenity Mansions
3700000.0,2.0,1.0,711.0, UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q4 2026,FIVE Luxe
825000.0,1.0,1.0,632.0, UAE, Dubai, Town Square,Apartment,Sale,Unfurnished,Ready,Q4 2026,FIVE Luxe
2300000.0,3.0,4.0,1511.0, UAE, Dubai, Dubailand,Villa,Sale,Unfurnished,Ready,Q4 2026,FIVE Luxe
2600000.0,2.0,1.0,552.0, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q4 2026,Kempinski Central Avenue Dubai
2800000.0,3.0,4.0,2053.0, UAE, Dubai, Town Square,Villa,Sale,Unfurnished,Ready,Q4 2026,Zahra Townhouses
3300000.0,2.0,2.0,1258.0, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,Arlo at Creek Beach Harbour
12900000.0,4.0,4.0,9558.0, UAE, Dubai, Falcon City of Wonders,Villa,Sale,Unfurnished,Ready,Q4 2028,Western Residence North
5795000.0,4.0,5.0,3952.0, UAE, Dubai, Al Furjan,Townhouse,Sale,Unfurnished,Off-Plan,Q4 2024,Western Residence North
2900000.0,3.0,4.0,2217.0, UAE, Dubai, Mudon,Townhouse,Sale,Unfurnished,Off-Plan,Q1 2026,Western Residence North
